follower_user_key,followed_user_key,action_date_key,network_action,is_active_follow
612,1208,20230206,Follow,1
382,331,20230203,Follow,1
476,669,20231222,Follow,1
1868,1442,20231027,Follow,1
1860,6,20230919,Unfollow,0
1575,1345,20230310,Follow,1
1345,1885,20231020,Unfollow,0
915,859,20230801,Follow,1
221,879,20230529,Follow,1
802,1569,20230712,Follow,1
1093,1120,20230428,Follow,1
1483,149,20230408,Unfollow,0
1051,1093,20230818,Follow,1
1781,49,20231017,Unfollow,0
1653,1249,20230116,Follow,1
867,460,20230922,Follow,1
166,1592,20230530,Follow,1
77,85,20230726,Follow,1
1365,278,20230610,Follow,1
1779,944,20230207,Follow,1
1359,1639,20230806,Follow,1
536,1995,20230501,Follow,1
308,1107,20230702,Unfollow,0
723,1254,20231222,Unfollow,0
1906,1320,20230516,Follow,1
1904,1188,20231030,Follow,1
1398,27,20231030,Follow,1
801,1219,20231205,Follow,1
1221,1210,20230923,Follow,1
1619,1313,20230507,Follow,1
1484,14,20230307,Follow,1
1922,1079,20231030,Follow,1
171,812,20230718,Follow,1
1148,820,20230916,Follow,1
63,716,20230212,Unfollow,0
1478,1708,20230418,Unfollow,0
1339,123,20230211,Follow,1
1274,203,20230611,Unfollow,0
1265,1270,20231103,Follow,1
465,1594,20230204,Follow,1
70,1449,20230409,Unfollow,0
1116,1843,20230929,Follow,1
1902,112,20230506,Follow,1
1856,1492,20230612,Follow,1
1940,904,20230614,Follow,1
949,1279,20230623,Follow,1
1081,295,20231103,Follow,1
1761,1139,20230619,Follow,1
1271,1485,20230809,Unfollow,0
1121,525,20230410,Follow,1
1495,888,20231018,Follow,1
1220,1047,20230723,Unfollow,0
1413,1297,20230328,Follow,1
1547,1926,20230406,Follow,1
130,239,20230603,Unfollow,0
635,1,20230203,Follow,1
1278,924,20231225,Follow,1
1158,152,20230327,Follow,1
1895,1066,20231120,Follow,1
174,988,20230328,Follow,1
112,417,20230505,Unfollow,0
1987,576,20231218,Follow,1
917,1256,20231021,Follow,1
1413,1331,20231119,Follow,1
1500,546,20230813,Unfollow,0
1385,77,20230723,Follow,1
1388,886,20231203,Follow,1
357,611,20230630,Unfollow,0
487,1878,20230829,Follow,1
466,4,20230625,Follow,1
1740,1903,20230501,Follow,1
309,275,20230722,Follow,1
211,410,20230129,Follow,1
968,611,20231229,Follow,1
782,949,20230902,Follow,1
1154,352,20231215,Follow,1
1119,1897,20230921,Follow,1
1158,1272,20230405,Follow,1
1245,671,20231115,Follow,1
1743,1228,20230815,Follow,1
974,95,20231113,Follow,1
135,417,20230531,Follow,1
701,1815,20230709,Follow,1
967,914,20230428,Unfollow,0
177,1359,20231028,Unfollow,0
909,172,20230214,Follow,1
1268,1868,20231125,Follow,1
765,1397,20230929,Follow,1
482,1337,20231109,Follow,1
840,995,20230616,Follow,1
1989,984,20231123,Follow,1
1434,1460,20230714,Follow,1
22,1668,20231113,Follow,1
823,878,20231205,Unfollow,0
1407,1756,20230612,Follow,1
1423,356,20230308,Unfollow,0
126,1560,20230714,Follow,1
18,1851,20231025,Follow,1
363,1943,20230819,Follow,1
542,1048,20230722,Follow,1
1038,929,20230911,Follow,1
1778,72,20231025,Follow,1
1525,1727,20230802,Follow,1
681,673,20230220,Follow,1
74,960,20230402,Follow,1
652,1641,20230715,Follow,1
270,1379,20230417,Follow,1
846,1376,20230910,Follow,1
1433,1076,20230603,Unfollow,0
997,1492,20230901,Unfollow,0
1784,402,20230828,Follow,1
1548,1141,20230912,Follow,1
1098,814,20230107,Unfollow,0
901,1357,20230328,Unfollow,0
191,1863,20230602,Follow,1
1044,1029,20230621,Follow,1
1732,1368,20231208,Follow,1
1745,1995,20230408,Follow,1
312,1306,20231005,Follow,1
1613,1757,20230523,Follow,1
1628,1804,20230131,Follow,1
175,1411,20231026,Follow,1
1703,1649,20231219,Follow,1
133,1457,20230730,Follow,1
1610,757,20230321,Follow,1
484,1220,20230504,Unfollow,0
1096,571,20230719,Follow,1
1565,254,20230915,Follow,1
1297,978,20230707,Follow,1
1232,875,20230226,Follow,1
1839,1386,20230922,Unfollow,0
1013,736,20230529,Follow,1
1915,1983,20230124,Unfollow,0
108,1917,20230103,Follow,1
232,587,20231221,Follow,1
328,1010,20230910,Follow,1
1686,811,20231105,Follow,1
175,1940,20231210,Unfollow,0
1789,1850,20231229,Unfollow,0
525,621,20231007,Follow,1
1133,1657,20230119,Follow,1
1611,83,20230617,Follow,1
698,1663,20230415,Follow,1
487,665,20231116,Follow,1
105,964,20230822,Follow,1
321,1603,20230911,Unfollow,0
708,418,20230513,Follow,1
215,1218,20230702,Follow,1
1572,1420,20231016,Follow,1
1871,931,20230107,Follow,1
1504,387,20231204,Follow,1
806,606,20230821,Follow,1
218,1737,20230818,Unfollow,0
308,1440,20230114,Follow,1
1696,623,20230702,Follow,1
428,760,20230821,Follow,1
1914,1024,20230423,Follow,1
1552,1996,20230222,Follow,1
1045,1501,20230307,Follow,1
1838,195,20230603,Unfollow,0
938,918,20230715,Follow,1
1671,478,20230810,Follow,1
622,76,20230515,Follow,1
1045,67,20230303,Follow,1
1742,1314,20230617,Follow,1
55,891,20230129,Follow,1
1326,701,20231023,Follow,1
2000,1421,20230115,Follow,1
1998,1134,20230729,Unfollow,0
764,1701,20231228,Follow,1
1372,1540,20230108,Follow,1
1207,789,20230727,Follow,1
1805,238,20230331,Unfollow,0
1945,393,20230112,Follow,1
1410,10,20230626,Follow,1
1289,327,20230612,Follow,1
1824,1623,20230804,Follow,1
162,1193,20230112,Follow,1
6,318,20230416,Follow,1
1572,1500,20230907,Follow,1
8,178,20231223,Follow,1
835,1308,20231009,Follow,1
1922,783,20230330,Follow,1
1734,483,20230302,Follow,1
1430,682,20231105,Follow,1
287,1161,20230305,Follow,1
627,436,20231015,Follow,1
1795,1027,20230910,Unfollow,0
1697,871,20230502,Follow,1
1261,1930,20230607,Follow,1
19,240,20230809,Follow,1
1472,1532,20231128,Follow,1
43,1938,20231228,Follow,1
149,132,20230523,Follow,1
249,890,20231111,Unfollow,0
1887,1634,20230203,Follow,1
1351,942,20231120,Follow,1
440,1422,20230716,Follow,1
96,1493,20230308,Follow,1
655,619,20230124,Follow,1
1611,1186,20230723,Unfollow,0
1035,348,20231119,Follow,1
131,1692,20230820,Follow,1
267,644,20231111,Unfollow,0
1467,1229,20230328,Follow,1
296,1675,20230614,Follow,1
832,1334,20230928,Follow,1
1927,423,20230515,Follow,1
883,1717,20230505,Unfollow,0
594,1655,20230703,Follow,1
390,1973,20230908,Unfollow,0
83,1252,20230318,Unfollow,0
763,486,20230825,Follow,1
1817,993,20231211,Unfollow,0
1971,72,20231010,Follow,1
780,1811,20230708,Unfollow,0
1592,17,20231117,Unfollow,0
1774,1948,20230315,Follow,1
1228,887,20231016,Unfollow,0
805,1142,20231104,Unfollow,0
984,781,20230627,Follow,1
1225,950,20230827,Unfollow,0
562,670,20230818,Follow,1
1145,1840,20230509,Unfollow,0
655,975,20230221,Unfollow,0
491,966,20230827,Unfollow,0
1958,1936,20230902,Follow,1
1542,1759,20230621,Follow,1
1685,1342,20231102,Follow,1
1897,866,20230518,Follow,1
52,679,20231214,Unfollow,0
1082,1915,20230201,Follow,1
744,953,20231026,Follow,1
1449,1053,20230519,Unfollow,0
738,1838,20230307,Follow,1
1770,1675,20230516,Follow,1
1414,1655,20230719,Follow,1
4,199,20230513,Follow,1
1953,980,20230119,Follow,1
754,1121,20230412,Follow,1
1597,1486,20230130,Follow,1
121,792,20231101,Follow,1
208,1345,20231217,Follow,1
1050,1085,20230605,Follow,1
1196,1455,20230310,Unfollow,0
153,1650,20230303,Unfollow,0
1757,800,20231013,Unfollow,0
981,849,20230205,Follow,1
1341,82,20230623,Follow,1
1797,1324,20231203,Unfollow,0
590,1017,20230909,Follow,1
1880,1580,20230303,Follow,1
452,1296,20230315,Unfollow,0
671,1970,20230416,Follow,1
353,1536,20231124,Follow,1
664,292,20231221,Follow,1
505,131,20230509,Follow,1
981,730,20231221,Follow,1
1071,1736,20230407,Follow,1
1091,1043,20230910,Follow,1
1566,513,20231007,Follow,1
100,1057,20230526,Follow,1
785,126,20231024,Follow,1
1867,74,20230602,Follow,1
1571,1734,20231116,Unfollow,0
575,615,20230823,Follow,1
994,1330,20230622,Follow,1
801,537,20231003,Follow,1
1384,985,20231222,Unfollow,0
1845,527,20231203,Follow,1
22,94,20230312,Unfollow,0
1596,861,20230821,Follow,1
1825,87,20230801,Follow,1
1825,1836,20230816,Unfollow,0
1078,1164,20230524,Follow,1
384,685,20231007,Follow,1
1419,1320,20230210,Follow,1
1286,1312,20231211,Follow,1
1576,1569,20231207,Unfollow,0
1810,809,20230315,Follow,1
1823,871,20230128,Follow,1
1236,819,20230104,Follow,1
1651,693,20230716,Follow,1
1007,7,20230622,Follow,1
285,917,20231004,Follow,1
929,298,20231208,Follow,1
292,1092,20230114,Follow,1
968,1457,20230522,Unfollow,0
427,1058,20230108,Follow,1
1034,1183,20230221,Follow,1
240,1632,20231129,Follow,1
863,756,20230505,Follow,1
111,699,20231130,Follow,1
616,878,20231217,Follow,1
330,278,20231129,Follow,1
1581,203,20230808,Follow,1
643,1207,20231112,Follow,1
244,1470,20230130,Follow,1
1559,135,20230929,Follow,1
453,158,20230616,Unfollow,0
1621,406,20230630,Follow,1
199,1757,20230208,Follow,1
1157,1716,20230922,Unfollow,0
805,505,20231222,Follow,1
511,110,20230921,Follow,1
934,331,20230813,Follow,1
1792,876,20230715,Follow,1
1201,1962,20230923,Follow,1
1407,755,20230130,Follow,1
1193,1939,20231104,Follow,1
1277,982,20230412,Follow,1
1557,1446,20231113,Follow,1
1884,1247,20230905,Follow,1
640,1082,20230915,Follow,1
690,403,20230201,Follow,1
1696,1197,20230501,Follow,1
883,1261,20231121,Follow,1
1152,409,20230101,Unfollow,0
1008,1521,20231010,Follow,1
1950,478,20231007,Follow,1
1274,1774,20230702,Unfollow,0
856,367,20230808,Follow,1
1844,1040,20230825,Unfollow,0
1367,305,20230216,Unfollow,0
1540,1977,20230418,Follow,1
71,1035,20230613,Follow,1
449,1491,20230801,Unfollow,0
453,1947,20230206,Follow,1
501,1710,20230109,Follow,1
930,1704,20230122,Follow,1
1857,1527,20230531,Follow,1
1841,562,20231028,Unfollow,0
54,1670,20230219,Unfollow,0
951,991,20230316,Follow,1
270,1044,20230611,Follow,1
698,990,20230412,Follow,1
1948,535,20230122,Follow,1
1022,1552,20231230,Unfollow,0
1423,1409,20231227,Follow,1
1858,1097,20230312,Follow,1
264,1195,20230508,Follow,1
1309,1259,20230802,Follow,1
203,300,20230228,Follow,1
686,1700,20230813,Follow,1
205,1823,20230301,Follow,1
1978,1058,20230313,Follow,1
1569,1539,20230523,Follow,1
1629,483,20230617,Follow,1
737,1251,20230517,Follow,1
708,131,20230915,Unfollow,0
236,1078,20230531,Follow,1
1056,511,20230721,Follow,1
612,1575,20230309,Follow,1
738,63,20230427,Unfollow,0
900,1403,20230817,Follow,1
1523,48,20230204,Unfollow,0
1385,54,20230124,Follow,1
1045,172,20230521,Follow,1
984,1067,20230101,Follow,1
1678,1839,20231017,Follow,1
1317,750,20230415,Follow,1
599,210,20231227,Follow,1
1890,682,20230907,Unfollow,0
1987,699,20230707,Follow,1
850,903,20231212,Follow,1
498,481,20230603,Follow,1
1488,1933,20230211,Follow,1
1065,434,20231101,Follow,1
1515,438,20230809,Follow,1
255,48,20230311,Follow,1
146,172,20230117,Follow,1
858,1289,20231111,Follow,1
217,1553,20230422,Follow,1
319,1676,20230312,Follow,1
1139,266,20230814,Follow,1
1052,1354,20230512,Follow,1
28,451,20230130,Unfollow,0
1386,1092,20230724,Follow,1
1682,1884,20231028,Follow,1
214,1303,20231201,Follow,1
1057,406,20231229,Unfollow,0
1717,490,20230208,Follow,1
615,314,20230925,Unfollow,0
112,302,20230915,Follow,1
343,426,20230429,Follow,1
959,1142,20230110,Follow,1
1779,1266,20230808,Follow,1
1727,1149,20231114,Follow,1
464,550,20230426,Follow,1
889,56,20230813,Follow,1
654,201,20230428,Follow,1
796,800,20230705,Follow,1
965,139,20231225,Follow,1
1981,1684,20230725,Follow,1
1472,1361,20230528,Follow,1
1427,1659,20231010,Follow,1
1690,1593,20230105,Follow,1
1061,171,20230307,Follow,1
1216,1455,20230327,Follow,1
1061,1950,20231103,Follow,1
1327,997,20231210,Follow,1
146,638,20231005,Follow,1
569,1499,20230501,Follow,1
1006,230,20231029,Unfollow,0
127,514,20231122,Follow,1
78,323,20231029,Follow,1
1731,628,20230502,Follow,1
323,578,20231229,Follow,1
358,548,20230228,Follow,1
1427,75,20230122,Follow,1
814,1369,20230422,Unfollow,0
445,284,20230204,Follow,1
1484,859,20230916,Follow,1
110,1021,20230422,Follow,1
575,1714,20230813,Unfollow,0
1478,677,20230618,Follow,1
628,174,20231024,Follow,1
1305,468,20231003,Follow,1
105,1040,20230305,Follow,1
1217,1224,20230406,Follow,1
489,1257,20230916,Follow,1
362,446,20230116,Follow,1
1574,819,20230925,Unfollow,0
1561,780,20230126,Follow,1
1848,223,20230111,Unfollow,0
658,928,20230420,Follow,1
194,591,20230812,Follow,1
27,1126,20230528,Follow,1
1245,6,20230905,Follow,1
1786,349,20230806,Unfollow,0
1791,1536,20230225,Unfollow,0
1398,1457,20230613,Follow,1
1606,784,20230607,Unfollow,0
1039,55,20230531,Unfollow,0
1205,1514,20230309,Follow,1
1318,998,20231018,Follow,1
458,318,20230415,Follow,1
1726,433,20230117,Follow,1
830,772,20230610,Follow,1
302,1921,20230313,Follow,1
1660,1675,20231006,Follow,1
707,1853,20230514,Unfollow,0
1895,978,20230103,Follow,1
719,1506,20230415,Follow,1
1318,1171,20230802,Follow,1
1750,1653,20230622,Follow,1
1764,815,20230824,Follow,1
18,1161,20230328,Follow,1
1962,1174,20230628,Follow,1
373,1095,20231014,Follow,1
205,249,20230509,Unfollow,0
321,1951,20230325,Unfollow,0
603,557,20231212,Follow,1
263,1855,20230601,Follow,1
123,701,20230418,Follow,1
539,912,20230707,Follow,1
1382,480,20231009,Unfollow,0
165,913,20230508,Follow,1
1868,631,20230622,Follow,1
1520,1084,20230227,Follow,1
105,928,20230101,Follow,1
1397,1010,20230809,Unfollow,0
1518,949,20231227,Follow,1
1914,1259,20231212,Follow,1
337,1992,20230930,Follow,1
832,220,20231215,Follow,1
1375,1934,20230613,Unfollow,0
360,1546,20230530,Follow,1
1489,1132,20230611,Follow,1
814,1305,20230315,Unfollow,0
1239,1983,20231124,Follow,1
809,1819,20230302,Unfollow,0
1318,499,20230928,Follow,1
1942,177,20230424,Follow,1
12,1462,20230503,Follow,1
533,1151,20230302,Follow,1
639,1789,20230418,Unfollow,0
769,1797,20230422,Follow,1
681,1308,20230721,Follow,1
265,738,20230112,Follow,1
1787,598,20231203,Follow,1
1489,558,20230221,Follow,1
586,770,20231218,Follow,1
235,547,20230424,Unfollow,0
105,1960,20230801,Follow,1
284,461,20230805,Follow,1
911,1236,20231209,Follow,1
146,516,20230208,Follow,1
248,1357,20230118,Unfollow,0
593,1857,20230528,Unfollow,0
547,1512,20230818,Unfollow,0
488,1631,20230916,Unfollow,0
1489,864,20230524,Follow,1
1344,1666,20230702,Unfollow,0
1965,1415,20230424,Unfollow,0
1818,1031,20231129,Follow,1
1440,1251,20230904,Follow,1
1729,811,20230414,Follow,1
1698,1601,20230911,Follow,1
570,1602,20231007,Follow,1
921,1534,20230411,Unfollow,0
1546,1888,20230219,Unfollow,0
1348,1594,20230829,Follow,1
997,1876,20230827,Follow,1
308,253,20230731,Follow,1
1042,1054,20231022,Follow,1
1063,793,20230708,Follow,1
1904,1592,20230926,Follow,1
1517,1304,20230831,Follow,1
1968,531,20230729,Follow,1
518,553,20230820,Follow,1
185,558,20230305,Follow,1
1195,1338,20230703,Follow,1
329,116,20231108,Follow,1
904,343,20230216,Follow,1
1140,681,20230307,Follow,1
1180,457,20231029,Follow,1
1201,1436,20230428,Follow,1
214,1154,20231227,Follow,1
578,647,20231028,Unfollow,0
1462,1393,20231207,Follow,1
1994,480,20230706,Follow,1
1569,512,20230311,Follow,1
1305,287,20230929,Unfollow,0
509,717,20230901,Follow,1
122,543,20230124,Follow,1
150,27,20230426,Follow,1
814,1696,20230412,Unfollow,0
558,1861,20230811,Unfollow,0
34,742,20230120,Unfollow,0
1140,1162,20230204,Follow,1
660,1463,20230609,Follow,1
972,1363,20231101,Unfollow,0
1218,268,20231006,Follow,1
1240,666,20230703,Follow,1
1380,1388,20231214,Follow,1
213,496,20230315,Unfollow,0
1110,109,20230407,Follow,1
1561,1629,20231120,Follow,1
16,1148,20230224,Follow,1
1584,122,20231018,Follow,1
1296,75,20230622,Follow,1
386,341,20230422,Follow,1
473,1413,20230330,Follow,1
1366,371,20230224,Follow,1
1754,160,20231213,Unfollow,0
1541,1407,20230403,Follow,1
1423,547,20230331,Follow,1
493,1441,20231013,Follow,1
1287,215,20230723,Follow,1
1315,232,20230831,Follow,1
184,753,20230615,Follow,1
1326,966,20230313,Follow,1
695,529,20231012,Follow,1
1051,640,20230812,Unfollow,0
1644,839,20230405,Follow,1
898,364,20230318,Follow,1
148,1646,20230718,Follow,1
984,809,20230318,Unfollow,0
1250,799,20230208,Follow,1
1463,322,20230405,Unfollow,0
438,533,20231017,Follow,1
1232,486,20230724,Unfollow,0
1427,601,20230722,Follow,1
876,1291,20231102,Unfollow,0
1552,300,20231002,Follow,1
1751,1839,20230619,Follow,1
1084,581,20231209,Follow,1
1485,1002,20230506,Follow,1
1429,1405,20230310,Follow,1
859,1962,20230122,Follow,1
1430,1918,20230205,Follow,1
1213,1952,20230424,Follow,1
297,1583,20231105,Follow,1
405,1299,20230117,Follow,1
750,137,20230721,Unfollow,0
1899,143,20230329,Follow,1
833,1293,20230708,Follow,1
761,446,20230918,Follow,1
870,536,20230426,Unfollow,0
1105,127,20230323,Follow,1
914,1613,20230610,Follow,1
1172,369,20230307,Follow,1
237,364,20230605,Unfollow,0
76,952,20230119,Follow,1
8,1146,20230121,Follow,1
1222,356,20230128,Unfollow,0
226,1505,20231021,Unfollow,0
1509,1650,20230612,Unfollow,0
1778,1876,20230408,Follow,1
1527,46,20231227,Follow,1
999,1854,20231021,Unfollow,0
465,1764,20230508,Follow,1
643,1871,20230817,Follow,1
619,972,20230213,Follow,1
1442,135,20230224,Follow,1
210,1510,20231220,Unfollow,0
1217,1375,20230702,Follow,1
1608,1941,20230120,Unfollow,0
486,720,20231007,Follow,1
333,1982,20230530,Follow,1
301,1642,20230214,Unfollow,0
242,1837,20230701,Follow,1
200,1154,20230118,Follow,1
1984,731,20230627,Follow,1
1664,376,20230310,Follow,1
1810,946,20230622,Follow,1
1203,690,20230105,Follow,1
1834,386,20230409,Unfollow,0
1203,995,20231021,Unfollow,0
778,1126,20230509,Follow,1
1674,1739,20231025,Unfollow,0
33,408,20231115,Unfollow,0
939,202,20230207,Unfollow,0
1200,1909,20230926,Follow,1
659,1350,20231122,Unfollow,0
1996,667,20231201,Follow,1
932,359,20230607,Follow,1
1040,1211,20230823,Follow,1
869,1562,20230619,Follow,1
891,1129,20230321,Unfollow,0
1868,911,20231108,Follow,1
1544,1049,20230621,Follow,1
824,327,20230321,Follow,1
1013,1190,20230514,Unfollow,0
870,1998,20230113,Follow,1
1383,74,20230803,Follow,1
1003,1336,20231031,Follow,1
1089,906,20230220,Follow,1
1445,1912,20230402,Follow,1
345,1603,20230111,Follow,1
185,475,20231218,Follow,1
465,1068,20230903,Follow,1
1568,1095,20230822,Follow,1
166,818,20230501,Follow,1
1787,1806,20231122,Follow,1
342,732,20230115,Follow,1
1004,1122,20231112,Follow,1
1965,440,20230604,Unfollow,0
1140,1710,20231113,Follow,1
1855,573,20231008,Follow,1
163,1031,20230221,Follow,1
220,1045,20230128,Follow,1
1003,191,20230922,Follow,1
687,159,20230607,Follow,1
560,1899,20230314,Unfollow,0
1761,1806,20230718,Follow,1
450,13,20230606,Unfollow,0
317,408,20230611,Unfollow,0
238,508,20230928,Unfollow,0
1864,1777,20230507,Follow,1
1595,824,20230417,Unfollow,0
581,871,20231110,Follow,1
822,855,20230425,Follow,1
32,493,20231127,Follow,1
1496,1754,20231101,Follow,1
569,539,20231103,Follow,1
227,538,20230116,Unfollow,0
44,956,20230816,Unfollow,0
307,902,20231029,Unfollow,0
939,1597,20230206,Follow,1
805,1336,20230214,Follow,1
635,1278,20231127,Follow,1
415,771,20230830,Unfollow,0
1410,1330,20230402,Unfollow,0
666,417,20230713,Follow,1
1671,71,20231122,Follow,1
341,1950,20230114,Follow,1
799,727,20231023,Follow,1
648,1963,20231115,Follow,1
895,430,20230712,Follow,1
541,761,20230126,Follow,1
1917,209,20231114,Follow,1
1557,1387,20230723,Follow,1
589,818,20230320,Unfollow,0
1005,101,20230918,Follow,1
1095,688,20231019,Follow,1
1749,322,20231224,Follow,1
1764,380,20230508,Follow,1
706,1712,20231220,Unfollow,0
430,644,20230318,Follow,1
1321,957,20230208,Follow,1
197,160,20230916,Follow,1
894,1298,20231125,Follow,1
971,1812,20230528,Follow,1
1732,411,20230401,Follow,1
1903,127,20230707,Follow,1
1575,550,20230405,Follow,1
1069,799,20230831,Follow,1
1878,996,20230901,Unfollow,0
186,51,20230607,Follow,1
979,1473,20230930,Follow,1
1441,1822,20230416,Follow,1
1907,1434,20230101,Follow,1
237,1461,20231009,Follow,1
810,738,20230720,Follow,1
528,1822,20230530,Follow,1
1191,415,20230514,Follow,1
526,870,20231210,Follow,1
1887,905,20230210,Follow,1
737,238,20231127,Unfollow,0
1681,1137,20230901,Follow,1
1360,282,20230506,Follow,1
1548,1069,20230129,Follow,1
1317,482,20230528,Follow,1
1372,694,20230612,Follow,1
693,1236,20230317,Unfollow,0
409,1264,20230506,Unfollow,0
1689,104,20230730,Unfollow,0
1776,1376,20230719,Follow,1
1677,1415,20230304,Unfollow,0
634,1354,20231020,Follow,1
378,662,20231220,Follow,1
1064,1165,20230819,Follow,1
1838,1991,20230108,Follow,1
1424,1688,20230623,Unfollow,0
1044,659,20230614,Follow,1
1002,1494,20231204,Follow,1
1237,1528,20230813,Follow,1
523,1981,20230312,Follow,1
1541,1274,20230825,Follow,1
618,544,20231203,Follow,1
82,1379,20230219,Follow,1
638,503,20231126,Follow,1
282,1199,20231108,Follow,1
728,1431,20230909,Follow,1
1583,1408,20230919,Follow,1
48,1020,20230331,Follow,1
329,664,20230622,Follow,1
282,1744,20230721,Follow,1
1082,1328,20230403,Follow,1
651,1031,20230814,Unfollow,0
1009,1380,20230521,Follow,1
1843,1195,20230826,Follow,1
504,1911,20230725,Unfollow,0
697,508,20230221,Follow,1
203,1197,20230806,Follow,1
1262,1011,20230405,Unfollow,0
161,175,20230406,Follow,1
1647,684,20230609,Follow,1
254,530,20230727,Follow,1
295,1376,20230131,Follow,1
476,922,20230921,Follow,1
1185,595,20230906,Unfollow,0
1397,509,20230907,Follow,1
770,1657,20231119,Follow,1
440,90,20230426,Follow,1
523,1199,20230922,Follow,1
976,538,20231207,Unfollow,0
1315,27,20230218,Unfollow,0
481,72,20231018,Unfollow,0
752,244,20231025,Follow,1
1002,530,20230603,Follow,1
1027,854,20230510,Follow,1
698,1669,20230202,Follow,1
336,1436,20230918,Follow,1
162,1359,20230807,Unfollow,0
112,1152,20230202,Follow,1
932,102,20230825,Follow,1
1036,642,20230203,Follow,1
1701,728,20231216,Follow,1
1868,916,20230825,Follow,1
1130,1841,20230205,Follow,1
242,1857,20230504,Follow,1
1878,118,20231028,Follow,1
1498,221,20230214,Follow,1
1626,878,20230103,Follow,1
1533,649,20231228,Follow,1
397,1353,20230126,Follow,1
1230,1905,20231218,Follow,1
1452,529,20230812,Follow,1
403,617,20230829,Unfollow,0
1353,1304,20230207,Follow,1
1673,1077,20230731,Follow,1
1114,306,20230507,Follow,1
301,515,20230607,Follow,1
979,1951,20230523,Follow,1
673,1396,20230207,Follow,1
736,403,20230112,Follow,1
1713,1530,20231122,Follow,1
1515,161,20230511,Follow,1
1236,1031,20230120,Unfollow,0
1155,1116,20230803,Follow,1
1912,1261,20231103,Follow,1
870,893,20230409,Follow,1
41,1948,20231223,Follow,1
321,1249,20230428,Follow,1
1174,1806,20231218,Follow,1
1600,903,20230330,Follow,1
184,1884,20231106,Follow,1
1986,1945,20230905,Follow,1
1624,988,20230723,Follow,1
780,296,20230602,Follow,1
1423,596,20230421,Follow,1
625,1440,20230308,Unfollow,0
43,568,20231002,Follow,1
1408,1847,20231208,Follow,1
743,42,20230427,Unfollow,0
1788,1738,20231010,Follow,1
464,1988,20230922,Unfollow,0
284,1566,20230617,Follow,1
1161,987,20230525,Follow,1
1540,1480,20230317,Unfollow,0
1188,1405,20230302,Follow,1
1016,132,20230412,Follow,1
51,1948,20231112,Unfollow,0
519,353,20231113,Follow,1
698,153,20230331,Follow,1
1977,253,20230628,Follow,1
635,1690,20230519,Follow,1
1953,356,20230528,Follow,1
1207,471,20230826,Follow,1
1764,1833,20231213,Follow,1
1849,92,20230821,Unfollow,0
1731,98,20231020,Follow,1
1373,692,20231212,Follow,1
460,1636,20230827,Follow,1
1580,1407,20230126,Unfollow,0
821,958,20231127,Follow,1
1128,293,20230310,Follow,1
1087,295,20230208,Unfollow,0
107,412,20231009,Unfollow,0
1899,410,20230110,Unfollow,0
1636,372,20230920,Follow,1
1409,1268,20230917,Unfollow,0
1474,4,20230701,Follow,1
1388,1858,20230718,Unfollow,0
261,44,20230131,Follow,1
528,426,20230704,Follow,1
937,1295,20231111,Follow,1
916,1109,20230928,Unfollow,0
463,1712,20230328,Follow,1
1720,1329,20230905,Follow,1
1736,46,20230126,Follow,1
1367,1938,20231223,Follow,1
1596,1999,20230910,Unfollow,0
931,1773,20231203,Follow,1
570,1936,20230629,Follow,1
1961,1855,20230330,Follow,1
260,1160,20230225,Follow,1
7,927,20230308,Follow,1
1377,805,20231020,Follow,1
1660,552,20230723,Follow,1
186,773,20230606,Follow,1
356,585,20230404,Follow,1
1999,829,20230623,Unfollow,0
57,802,20231114,Follow,1
1145,1784,20230829,Follow,1
1719,1775,20231127,Unfollow,0
1767,1112,20231210,Follow,1
765,220,20230120,Follow,1
1833,1765,20230526,Follow,1
490,1424,20230712,Follow,1
523,1340,20230708,Follow,1
153,1336,20231129,Follow,1
1370,217,20230312,Follow,1
639,1776,20230525,Follow,1
1802,1480,20230629,Follow,1
122,407,20230521,Unfollow,0
639,1833,20230124,Follow,1
1053,1952,20231201,Follow,1
1117,1359,20231026,Follow,1
1130,938,20230814,Follow,1
254,1457,20230727,Unfollow,0
1596,1162,20230305,Follow,1
1906,134,20231112,Unfollow,0
919,231,20230228,Follow,1
459,540,20231120,Follow,1
401,444,20230404,Follow,1
838,1994,20231219,Follow,1
1960,1928,20230108,Follow,1
1357,1191,20230118,Follow,1
1489,1693,20230814,Follow,1
1349,1576,20230707,Follow,1
162,1398,20230119,Unfollow,0
1378,1322,20230926,Follow,1
514,484,20230302,Unfollow,0
706,1407,20230827,Follow,1
763,149,20230221,Follow,1
1587,1773,20230504,Unfollow,0
1181,1224,20230913,Follow,1
305,1683,20230615,Follow,1
1633,1688,20231209,Follow,1
1898,1029,20231223,Follow,1
1635,963,20230720,Follow,1
570,1292,20231101,Unfollow,0
8,972,20230427,Follow,1
981,7,20230131,Unfollow,0
532,341,20230529,Follow,1
605,1833,20231130,Unfollow,0
1134,361,20230515,Follow,1
1442,927,20230919,Follow,1
96,1634,20230620,Follow,1
1958,1783,20230329,Follow,1
1252,1235,20231216,Unfollow,0
940,1271,20231028,Follow,1
1899,1667,20230621,Follow,1
753,1773,20230105,Follow,1
1846,801,20230630,Unfollow,0
1724,1114,20230917,Follow,1
554,1568,20231010,Unfollow,0
19,1537,20231024,Follow,1
595,1957,20230809,Unfollow,0
